adv_id,date_created,user_id_seller,product_id,title,description,sell_price,can_bid
231,2023-10-12 21:10:30,4,16,Dijual murah Daihatsu Ayla 2016,Minat hubungi +62 (566) 558 9705,103000000,True
232,2023-06-29 21:57:13,10,18,Dijual murah Daihatsu Ayla 2015,Minat hubungi +62 (0599) 099 8839,103000000,True
233,2023-06-18 21:24:23,39,31,Dijual murah Honda Jazz 2018,Minat hubungi +62-070-797-3669,218000000,True
234,2023-10-05 06:06:45,59,24,Dijual murah Daihatsu Terios 2017,Minat hubungi (0517) 334-1352,216000000,True
235,2023-12-03 12:02:32,96,30,Dijual murah Daihatsu Xenia 2018,Minat hubungi 0880386550,210000000,True
236,2023-10-26 17:23:53,55,19,Dijual murah Daihatsu Ayla 2017,Minat hubungi +62 (831) 678-9888,113000000,True
237,2023-10-27 15:08:44,37,20,Dijual murah Daihatsu Ayla 2017,Minat hubungi (024) 251-8753,93000000,True
238,2023-12-01 17:45:13,16,1,Dijual murah Toyota Yaris 2016,Minat hubungi 081 745 5348,124000000,True
239,2023-10-13 20:26:25,60,25,Dijual murah Daihatsu Terios 2018,Minat hubungi (014) 218-0535,206000000,True
240,2023-11-29 15:00:28,57,45,Dijual murah Honda Civic 2019,Minat hubungi 0823275525,226000000,True
241,2023-10-02 11:03:36,58,3,Dijual murah Toyota Yaris 2014,Minat hubungi (0717) 143-9193,224000000,True
242,2023-10-16 02:01:48,82,32,Dijual murah Honda Jazz 2019,Minat hubungi +62 (580) 901 3370,248000000,True
243,2023-07-08 09:43:36,91,33,Dijual murah Honda Jazz 2018,Minat hubungi +62 (03) 976 4020,178000000,True
244,2023-08-29 17:52:12,36,25,Dijual murah Daihatsu Terios 2018,Minat hubungi +62-039-843-9473,176000000,True
245,2023-12-20 08:34:47,36,9,Dijual murah Toyota Agya 2022,Minat hubungi +62-039-843-9473,137000000,True
246,2023-07-05 11:01:20,24,47,Dijual murah Suzuki Ertiga 2018,Minat hubungi +62 (481) 110-8908,130000000,False
247,2023-10-16 08:18:45,52,15,Dijual murah Toyota Calya 2016,Minat hubungi +62-57-976-3293,134000000,True
248,2023-09-12 08:40:50,39,31,Dijual murah Honda Jazz 2018,Minat hubungi +62-070-797-3669,188000000,True
249,2023-12-11 11:29:07,39,14,Dijual murah Toyota Calya 2016,Minat hubungi +62-070-797-3669,104000000,True
250,2023-11-28 16:37:31,84,22,Dijual murah Daihatsu Terios 2022,Minat hubungi +62 (364) 443 8368,186000000,False
251,2023-07-31 21:34:52,81,46,Dijual murah Suzuki Ertiga 2015,Minat hubungi 084 410 2690,120000000,True
252,2023-09-30 12:39:25,99,32,Dijual murah Honda Jazz 2019,Minat hubungi +62 (49) 390 4348,228000000,True
253,2024-01-01 05:08:12,98,32,Dijual murah Honda Jazz 2019,Minat hubungi +62 (877) 755 0185,248000000,True
254,2023-08-12 12:25:52,61,10,Dijual murah Toyota Agya 2017,Minat hubungi (0572) 007-6406,97000000,True
255,2023-10-03 16:43:34,96,20,Dijual murah Daihatsu Ayla 2017,Minat hubungi 0880386550,103000000,True
256,2023-12-15 18:29:01,97,48,Dijual murah Suzuki Ertiga 2016,Minat hubungi +62-60-528-5836,140000000,True
257,2023-09-03 14:52:24,20,37,Dijual murah Honda CR-V 2017,Minat hubungi 0891920606,126000000,True
258,2023-09-29 20:02:07,8,26,Dijual murah Daihatsu Xenia 2019,Minat hubungi (0541) 016 2281,110000000,True
259,2023-08-11 22:24:25,21,15,Dijual murah Toyota Calya 2016,Minat hubungi +62 (51) 020 3803,134000000,True
260,2023-09-12 20:19:42,39,49,Dijual murah Suzuki Ertiga 2012,Minat hubungi +62-070-797-3669,150000000,True
261,2023-08-01 15:02:11,61,24,Dijual murah Daihatsu Terios 2017,Minat hubungi (0572) 007-6406,216000000,True
262,2023-06-25 18:08:13,84,47,Dijual murah Suzuki Ertiga 2018,Minat hubungi +62 (364) 443 8368,170000000,True
263,2023-09-06 16:48:27,36,24,Dijual murah Daihatsu Terios 2017,Minat hubungi +62-039-843-9473,196000000,True
264,2023-11-18 03:22:04,1,10,Dijual murah Toyota Agya 2017,Minat hubungi +62 (0099) 621 4650,127000000,True
265,2023-07-15 04:40:11,14,40,Dijual murah Honda CR-V 2018,Minat hubungi +62-736-169-2424,126000000,True
266,2023-06-07 19:12:17,34,20,Dijual murah Daihatsu Ayla 2017,Minat hubungi +62 (252) 901 7638,83000000,True
267,2023-09-19 20:00:48,6,27,Dijual murah Daihatsu Xenia 2022,Minat hubungi +62-032-047-7670,110000000,True
268,2023-10-23 07:04:32,40,22,Dijual murah Daihatsu Terios 2022,Minat hubungi 0877928322,196000000,True
269,2023-07-30 10:22:03,94,5,Dijual murah Toyota Yaris 2012,Minat hubungi +62 (28) 108-6141,194000000,True
270,2023-09-10 07:31:38,59,9,Dijual murah Toyota Agya 2022,Minat hubungi (0517) 334-1352,107000000,True
271,2023-11-23 11:11:50,75,32,Dijual murah Honda Jazz 2019,Minat hubungi (0817) 568-4115,208000000,False
272,2023-07-15 07:01:00,59,49,Dijual murah Suzuki Ertiga 2012,Minat hubungi (0517) 334-1352,130000000,True
273,2023-09-30 02:10:07,67,5,Dijual murah Toyota Yaris 2012,Minat hubungi +62 (098) 177 6743,174000000,True
274,2023-12-26 00:19:02,5,44,Dijual murah Honda Civic 2013,Minat hubungi +62 (68) 455 0788,206000000,True
275,2023-09-26 14:56:06,90,14,Dijual murah Toyota Calya 2016,Minat hubungi (001) 519-0983,114000000,True
276,2023-10-17 20:05:22,28,38,Dijual murah Honda CR-V 2009,Minat hubungi (027) 972-9462,176000000,True
277,2023-09-25 08:30:41,4,21,Dijual murah Daihatsu Terios 2018,Minat hubungi +62 (566) 558 9705,216000000,True
278,2023-10-31 04:10:50,11,26,Dijual murah Daihatsu Xenia 2019,Minat hubungi (025) 249 3491,200000000,True
279,2023-06-06 01:37:39,21,11,Dijual murah Toyota Calya 2019,Minat hubungi +62 (51) 020 3803,124000000,True
280,2023-09-05 07:06:35,1,5,Dijual murah Toyota Yaris 2012,Minat hubungi +62 (0099) 621 4650,214000000,True
281,2023-07-20 00:29:42,68,46,Dijual murah Suzuki Ertiga 2015,Minat hubungi +62 (088) 683-5292,150000000,True
282,2023-11-04 11:14:14,100,46,Dijual murah Suzuki Ertiga 2015,Minat hubungi 081 495 8354,150000000,True
283,2023-09-29 06:57:11,74,38,Dijual murah Honda CR-V 2009,Minat hubungi 089 995 3251,126000000,True
284,2023-11-14 15:03:32,95,26,Dijual murah Daihatsu Xenia 2019,Minat hubungi +62-0579-293-3082,100000000,True
285,2023-07-16 23:15:06,79,20,Dijual murah Daihatsu Ayla 2017,Minat hubungi +62 (070) 324-3544,113000000,True
286,2023-08-16 13:58:54,91,16,Dijual murah Daihatsu Ayla 2016,Minat hubungi +62 (03) 976 4020,83000000,True
287,2023-08-06 15:35:42,82,39,Dijual murah Honda CR-V 2016,Minat hubungi +62 (580) 901 3370,286000000,True
288,2024-01-02 22:30:14,22,12,Dijual murah Toyota Calya 2019,Minat hubungi +62 (0621) 341-5716,124000000,True
289,2023-09-26 08:18:29,17,38,Dijual murah Honda CR-V 2009,Minat hubungi +62 (35) 560 7211,186000000,True
290,2023-10-23 08:39:56,7,24,Dijual murah Daihatsu Terios 2017,Minat hubungi (0330) 549 4608,206000000,True
291,2023-07-21 00:40:49,39,28,Dijual murah Daihatsu Xenia 2017,Minat hubungi +62-070-797-3669,200000000,True
292,2023-10-11 18:45:56,72,7,Dijual murah Toyota Agya 2014,Minat hubungi +62 (987) 281 3637,97000000,True
293,2023-10-11 19:38:54,41,27,Dijual murah Daihatsu Xenia 2022,Minat hubungi +62-089-173-9354,220000000,True
294,2023-11-28 00:30:43,1,24,Dijual murah Daihatsu Terios 2017,Minat hubungi +62 (0099) 621 4650,216000000,True
295,2023-06-27 09:37:21,55,28,Dijual murah Daihatsu Xenia 2017,Minat hubungi +62 (831) 678-9888,210000000,True
296,2023-08-17 22:28:09,76,31,Dijual murah Honda Jazz 2018,Minat hubungi (0068) 559-5861,188000000,True
297,2023-07-09 10:55:20,2,20,Dijual murah Daihatsu Ayla 2017,Minat hubungi (0105) 001 5479,113000000,True
298,2023-06-19 15:28:32,14,37,Dijual murah Honda CR-V 2017,Minat hubungi +62-736-169-2424,206000000,True
299,2023-08-24 13:32:32,50,47,Dijual murah Suzuki Ertiga 2018,Minat hubungi +62 (96) 811-6097,120000000,True
300,2023-11-23 19:51:19,96,12,Dijual murah Toyota Calya 2019,Minat hubungi 0880386550,104000000,True
301,2023-08-04 12:20:01,76,29,Dijual murah Daihatsu Xenia 2014,Minat hubungi (0068) 559-5861,170000000,True
302,2023-12-18 14:03:31,26,8,Dijual murah Toyota Agya 2016,Minat hubungi +62-0198-090-1604,117000000,True
303,2023-08-08 16:59:37,7,2,Dijual murah Toyota Yaris 2018,Minat hubungi (0330) 549 4608,234000000,True
304,2023-12-12 16:11:52,7,37,Dijual murah Honda CR-V 2017,Minat hubungi (0330) 549 4608,326000000,True
305,2023-06-28 13:37:06,5,44,Dijual murah Honda Civic 2013,Minat hubungi +62 (68) 455 0788,356000000,True
306,2023-12-06 20:46:05,80,5,Dijual murah Toyota Yaris 2012,Minat hubungi 0883503448,124000000,True
307,2023-06-25 01:14:31,18,19,Dijual murah Daihatsu Ayla 2017,Minat hubungi 0830540582,83000000,True
308,2024-01-03 01:44:55,75,47,Dijual murah Suzuki Ertiga 2018,Minat hubungi (0817) 568-4115,120000000,True
309,2023-09-10 18:17:38,85,8,Dijual murah Toyota Agya 2016,Minat hubungi +62-438-876-2919,127000000,True
310,2023-12-19 07:54:20,62,6,Dijual murah Toyota Agya 2019,Minat hubungi +62 (023) 525 3628,107000000,True
311,2023-09-01 10:05:51,3,29,Dijual murah Daihatsu Xenia 2014,Minat hubungi +62 (38) 956-4132,200000000,True
312,2023-12-05 13:54:10,68,30,Dijual murah Daihatsu Xenia 2018,Minat hubungi +62 (088) 683-5292,200000000,True
313,2023-08-31 21:12:13,93,18,Dijual murah Daihatsu Ayla 2015,Minat hubungi 085 988 6168,103000000,True
314,2023-08-24 10:20:32,37,14,Dijual murah Toyota Calya 2016,Minat hubungi (024) 251-8753,124000000,True
315,2023-12-17 11:58:52,70,35,Dijual murah Honda Jazz 2013,Minat hubungi +62 (038) 767 7524,178000000,True
316,2023-06-15 08:20:59,24,44,Dijual murah Honda Civic 2013,Minat hubungi +62 (481) 110-8908,356000000,True
317,2023-08-08 11:17:02,67,37,Dijual murah Honda CR-V 2017,Minat hubungi +62 (098) 177 6743,286000000,True
318,2023-06-26 00:13:55,44,3,Dijual murah Toyota Yaris 2014,Minat hubungi +62-690-214-7353,174000000,True
319,2023-08-27 17:54:49,25,29,Dijual murah Daihatsu Xenia 2014,Minat hubungi +62 (0134) 111-6092,200000000,True
320,2023-09-08 00:53:50,96,20,Dijual murah Daihatsu Ayla 2017,Minat hubungi 0880386550,103000000,True
321,2023-09-17 01:34:11,11,43,Dijual murah Honda Civic 2013,Minat hubungi (025) 249 3491,376000000,True
322,2023-07-12 14:31:01,51,13,Dijual murah Toyota Calya 2017,Minat hubungi +62-0323-400-8037,114000000,True
323,2023-08-04 01:40:16,41,40,Dijual murah Honda CR-V 2018,Minat hubungi +62-089-173-9354,146000000,True
324,2023-06-22 19:24:08,9,9,Dijual murah Toyota Agya 2022,Minat hubungi 0823567227,117000000,True
325,2023-06-19 03:55:43,96,46,Dijual murah Suzuki Ertiga 2015,Minat hubungi 0880386550,170000000,True
326,2024-01-02 04:03:32,78,9,Dijual murah Toyota Agya 2022,Minat hubungi +62 (004) 989-2448,137000000,True
327,2023-07-21 21:55:13,86,1,Dijual murah Toyota Yaris 2016,Minat hubungi 087 872 6251,184000000,True
328,2023-08-29 00:22:59,53,34,Dijual murah Honda Jazz 2015,Minat hubungi +62 (061) 636 8857,188000000,True
329,2023-07-06 02:40:01,92,47,Dijual murah Suzuki Ertiga 2018,Minat hubungi +62 (036) 953-6509,170000000,True
330,2023-12-28 01:36:47,17,30,Dijual murah Daihatsu Xenia 2018,Minat hubungi +62 (35) 560 7211,210000000,True
331,2023-07-30 04:36:49,33,24,Dijual murah Daihatsu Terios 2017,Minat hubungi (087) 337-9392,166000000,True
332,2023-11-02 22:47:10,8,10,Dijual murah Toyota Agya 2017,Minat hubungi (0541) 016 2281,147000000,True
333,2023-08-29 18:42:59,26,25,Dijual murah Daihatsu Terios 2018,Minat hubungi +62-0198-090-1604,206000000,True
334,2023-11-28 13:24:03,47,13,Dijual murah Toyota Calya 2017,Minat hubungi +62 (63) 104-2500,124000000,True
335,2023-08-03 22:08:30,17,13,Dijual murah Toyota Calya 2017,Minat hubungi +62 (35) 560 7211,134000000,True
336,2023-10-01 21:07:24,36,43,Dijual murah Honda Civic 2013,Minat hubungi +62-039-843-9473,196000000,True
337,2023-10-29 20:32:05,87,22,Dijual murah Daihatsu Terios 2022,Minat hubungi (052) 147 8944,186000000,True
338,2023-07-10 06:40:47,9,9,Dijual murah Toyota Agya 2022,Minat hubungi 0823567227,107000000,True
339,2023-12-10 01:40:54,28,6,Dijual murah Toyota Agya 2019,Minat hubungi (027) 972-9462,127000000,True
340,2023-12-19 08:02:18,7,40,Dijual murah Honda CR-V 2018,Minat hubungi (0330) 549 4608,346000000,True
341,2023-07-17 22:47:02,44,45,Dijual murah Honda Civic 2019,Minat hubungi +62-690-214-7353,246000000,True
342,2023-06-03 21:40:00,26,1,Dijual murah Toyota Yaris 2016,Minat hubungi +62-0198-090-1604,154000000,True
343,2023-12-31 10:43:15,93,6,Dijual murah Toyota Agya 2019,Minat hubungi 085 988 6168,97000000,True
344,2023-11-20 17:56:37,52,3,Dijual murah Toyota Yaris 2014,Minat hubungi +62-57-976-3293,184000000,True
345,2023-11-14 13:56:01,34,50,Dijual murah Suzuki Ertiga 2018,Minat hubungi +62 (252) 901 7638,170000000,True
346,2023-07-10 15:56:13,45,7,Dijual murah Toyota Agya 2014,Minat hubungi +62-0541-168-6119,127000000,True
347,2023-06-03 18:06:23,96,47,Dijual murah Suzuki Ertiga 2018,Minat hubungi 0880386550,120000000,True
348,2023-08-15 23:28:35,94,44,Dijual murah Honda Civic 2013,Minat hubungi +62 (28) 108-6141,316000000,True
349,2023-11-14 14:52:14,26,21,Dijual murah Daihatsu Terios 2018,Minat hubungi +62-0198-090-1604,176000000,True
350,2023-12-08 09:05:34,85,15,Dijual murah Toyota Calya 2016,Minat hubungi +62-438-876-2919,124000000,True
351,2023-06-20 16:56:02,90,38,Dijual murah Honda CR-V 2009,Minat hubungi (001) 519-0983,166000000,True
352,2023-10-03 02:58:12,54,30,Dijual murah Daihatsu Xenia 2018,Minat hubungi +62 (094) 098 8445,190000000,True
353,2023-11-14 08:10:09,82,30,Dijual murah Daihatsu Xenia 2018,Minat hubungi +62 (580) 901 3370,170000000,True
354,2023-12-02 06:53:48,81,34,Dijual murah Honda Jazz 2015,Minat hubungi 084 410 2690,188000000,True
355,2023-08-26 17:25:32,59,7,Dijual murah Toyota Agya 2014,Minat hubungi (0517) 334-1352,97000000,True
356,2023-11-12 20:40:43,17,48,Dijual murah Suzuki Ertiga 2016,Minat hubungi +62 (35) 560 7211,160000000,True
357,2023-08-19 20:59:21,42,25,Dijual murah Daihatsu Terios 2018,Minat hubungi +62 (065) 418 8069,206000000,True
358,2023-12-04 17:52:00,29,48,Dijual murah Suzuki Ertiga 2016,Minat hubungi 0851800132,130000000,True
359,2023-10-21 15:46:41,21,11,Dijual murah Toyota Calya 2019,Minat hubungi +62 (51) 020 3803,114000000,True
360,2023-12-15 23:20:01,9,36,Dijual murah Honda CR-V 2018,Minat hubungi 0823567227,146000000,True
361,2023-10-29 12:08:05,21,49,Dijual murah Suzuki Ertiga 2012,Minat hubungi +62 (51) 020 3803,170000000,True
362,2023-07-22 15:34:17,85,14,Dijual murah Toyota Calya 2016,Minat hubungi +62-438-876-2919,134000000,True
363,2023-11-11 07:48:06,14,40,Dijual murah Honda CR-V 2018,Minat hubungi +62-736-169-2424,276000000,True
364,2023-11-25 07:09:00,63,1,Dijual murah Toyota Yaris 2016,Minat hubungi 0835622481,214000000,True
365,2023-10-23 16:03:23,27,35,Dijual murah Honda Jazz 2013,Minat hubungi +62-469-196-1396,228000000,True
366,2023-06-09 18:44:35,44,38,Dijual murah Honda CR-V 2009,Minat hubungi +62-690-214-7353,356000000,True
367,2023-06-15 23:52:31,23,38,Dijual murah Honda CR-V 2009,Minat hubungi +62 (01) 988-5838,166000000,True
368,2023-11-12 21:12:04,64,34,Dijual murah Honda Jazz 2015,Minat hubungi (052) 479-7644,218000000,True
369,2023-07-17 14:50:25,92,45,Dijual murah Honda Civic 2019,Minat hubungi +62 (036) 953-6509,286000000,True
370,2023-10-29 06:41:32,74,29,Dijual murah Daihatsu Xenia 2014,Minat hubungi 089 995 3251,200000000,True
371,2023-06-30 20:45:36,32,38,Dijual murah Honda CR-V 2009,Minat hubungi (001) 824 1543,256000000,True
372,2023-11-12 07:46:41,43,32,Dijual murah Honda Jazz 2019,Minat hubungi +62 (11) 333-6097,208000000,True
373,2023-06-29 06:44:06,31,15,Dijual murah Toyota Calya 2016,Minat hubungi +62-724-626-4369,124000000,True
374,2023-08-04 15:25:45,57,48,Dijual murah Suzuki Ertiga 2016,Minat hubungi 0823275525,160000000,True
375,2023-06-06 19:53:19,35,48,Dijual murah Suzuki Ertiga 2016,Minat hubungi +62-327-166-4749,150000000,True
376,2023-11-25 02:06:34,52,27,Dijual murah Daihatsu Xenia 2022,Minat hubungi +62-57-976-3293,180000000,True
377,2023-11-18 09:08:49,31,40,Dijual murah Honda CR-V 2018,Minat hubungi +62-724-626-4369,216000000,True
378,2023-09-03 07:40:43,78,2,Dijual murah Toyota Yaris 2018,Minat hubungi +62 (004) 989-2448,214000000,True
379,2023-09-11 01:32:04,33,23,Dijual murah Daihatsu Terios 2019,Minat hubungi (087) 337-9392,186000000,True
380,2023-12-01 20:20:10,89,43,Dijual murah Honda Civic 2013,Minat hubungi +62 (44) 259-4438,366000000,True
381,2023-06-25 14:21:43,24,22,Dijual murah Daihatsu Terios 2022,Minat hubungi +62 (481) 110-8908,176000000,True
382,2023-09-20 11:43:24,36,44,Dijual murah Honda Civic 2013,Minat hubungi +62-039-843-9473,186000000,True
383,2023-09-10 13:10:23,45,27,Dijual murah Daihatsu Xenia 2022,Minat hubungi +62-0541-168-6119,130000000,True
384,2023-10-25 09:26:10,18,41,Dijual murah Honda Civic 2018,Minat hubungi 0830540582,396000000,True
385,2023-11-15 12:49:26,100,37,Dijual murah Honda CR-V 2017,Minat hubungi 081 495 8354,356000000,True
386,2023-07-04 04:52:37,79,41,Dijual murah Honda Civic 2018,Minat hubungi +62 (070) 324-3544,346000000,False
387,2023-09-05 05:19:57,91,13,Dijual murah Toyota Calya 2017,Minat hubungi +62 (03) 976 4020,104000000,True
388,2023-07-30 19:31:00,24,41,Dijual murah Honda Civic 2018,Minat hubungi +62 (481) 110-8908,286000000,True
389,2023-12-05 22:07:14,2,21,Dijual murah Daihatsu Terios 2018,Minat hubungi (0105) 001 5479,166000000,True
390,2023-12-22 07:42:39,98,39,Dijual murah Honda CR-V 2016,Minat hubungi +62 (877) 755 0185,396000000,True
391,2023-10-22 03:33:15,70,6,Dijual murah Toyota Agya 2019,Minat hubungi +62 (038) 767 7524,147000000,True
392,2023-07-23 23:22:46,58,26,Dijual murah Daihatsu Xenia 2019,Minat hubungi (0717) 143-9193,220000000,True
393,2023-10-03 08:52:53,43,36,Dijual murah Honda CR-V 2018,Minat hubungi +62 (11) 333-6097,306000000,True
394,2023-10-28 16:59:08,4,45,Dijual murah Honda Civic 2019,Minat hubungi +62 (566) 558 9705,206000000,True
395,2023-11-01 06:19:42,90,11,Dijual murah Toyota Calya 2019,Minat hubungi (001) 519-0983,114000000,True
396,2023-11-23 11:19:54,91,26,Dijual murah Daihatsu Xenia 2019,Minat hubungi +62 (03) 976 4020,170000000,True
397,2023-06-27 08:17:21,94,21,Dijual murah Daihatsu Terios 2018,Minat hubungi +62 (28) 108-6141,186000000,True
398,2023-10-06 04:57:50,88,9,Dijual murah Toyota Agya 2022,Minat hubungi +62-401-335-7620,97000000,True
399,2023-08-05 16:12:36,14,6,Dijual murah Toyota Agya 2019,Minat hubungi +62-736-169-2424,127000000,True
400,2023-09-17 12:33:38,76,49,Dijual murah Suzuki Ertiga 2012,Minat hubungi (0068) 559-5861,150000000,True
